State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
3400,02-12-2022,27.7,25.2,37.8,45.2,18.3,27.4,8.97,32.5,46.2
3600,02-12-2022,22.6,16.6,11.2,37.9,16.7,22,-2.34,28.5,39.6
4400,02-12-2022,15.7,-4.36,3.12,25,10.8,-1.56,53.1,30.7,52.5
900,02/13/2022,20.4,27.4,13.8,27.2,12.2,30.7,-21.1,21.3,28.6
2500,02/13/2022,24.3,18.6,14.6,29.7,17.5,24.7,5.89,26.3,36
3400,02/13/2022,25.4,24.8,38.5,38.8,11.9,27.2,11.6,26.5,40.8
3600,02/13/2022,21.1,14.8,14.9,33,10.9,26.1,1.71,23.2,34.9
4400,02/13/2022,15.6,-4.76,-7.41,31.3,6.19,31.2,69.8,32.2,60.6
900,02/14/2022,20.4,27.3,12.5,27.7,14.2,31.6,-20.9,21.7,27.7
2500,02/14/2022,23,19.4,10.8,30.4,15.9,11.5,3.29,25.6,36.5
3400,02/14/2022,25.1,23.5,41.5,37.2,12.4,29.5,11.4,26.2,39.6
3600,02/14/2022,20.4,14.2,14.4,31.5,10.6,20.4,3.22,22.4,33.7
4400,02/14/2022,13.1,-3.07,-9.01,25.3,7.08,33.4,102,27,48.6
900,02/15/2022,21.8,28.2,13.1,27.4,16.7,31.9,-21.3,23,27.9
2500,02/15/2022,23.8,18.8,8.64,30.4,18.5,15.8,0.196,28.2,39.3
3400,02/15/2022,25,23,40.4,35.4,13.2,29.4,8.85,25.5,37.5
3600,02/15/2022,21.2,16.5,17.6,30.3,11.9,20.4,3.66,22.7,33
4400,02/15/2022,20.3,-2.01,0.526,21.8,9.2,45.9,61.5,26.1,44.1
900,02/16/2022,22.7,29,9.32,28.1,20.1,33.2,-19.2,24,26.9
2500,02/16/2022,24.2,16.7,7.63,31.7,21.4,23.1,-4.25,29.5,38.8
3400,02/16/2022,25.5,22.9,42.1,36.9,15.6,26.1,11.8,26.7,37.4
3600,02/16/2022,22.4,16,18.9,31.6,15,22,4.87,24.8,33.9
4400,02/16/2022,25.7,5.13,5.68,25.3,11.4,56.6,91.6,24.8,38.9
900,02/17/2022,24.8,29.3,11.1,31.1,24.6,30.9,-20.6,27.6,29.9
2500,02/17/2022,24.2,13.9,6.56,32.8,26.4,24.2,-5.48,31.3,36.9
3400,02/17/2022,26.4,21.1,42.4,38.3,18.7,27.4,10.9,27.8,36.3
3600,02/17/2022,24.5,16.4,19.1,31.7,18.8,22.5,5.47,26.8,34
4400,02/17/2022,26.8,5.53,16.1,25.6,11.5,55.6,60,23.1,35.1
900,02/18/2022,22.5,27.3,14.2,28.6,22.5,21.1,-20.7,25.5,27.6
2500,02/18/2022,24.2,13.8,7.54,32.3,24.8,20.5,-6.75,30.9,37.9
3400,02/18/2022,24.6,20.2,43.6,36.2,15.9,22.3,8.04,25.4,34.3
3600,02/18/2022,23.7,15.2,21.2,28.7,17.3,18.1,6.1,25.1,32.1
4400,02/18/2022,24.3,5.72,0.716,17.2,10.1,45,51.4,15.9,21
900,02/19/2022,20.3,24.3,16.8,24.7,19.8,13.1,-20.2,22.6,24.5
2500,02/19/2022,23.3,13.1,3.82,31.8,21.3,22.7,-7.24,28.3,36.5
3400,02/19/2022,22.8,19.7,45.2,33.9,11.8,19.2,4.71,22.6,32.8
3600,02/19/2022,22.7,14.3,21.5,25.3,14.8,14.3,5.08,22.1,28.8
4400,02/19/2022,23.8,4.5,-1.21,16.5,10.1,35.5,22.8,13.4,15.6
900,02/20/2022,22,28.2,16.8,30.5,21.1,5.68,-16.3,26.5,30.6
2500,02/20/2022,24,14.6,2.12,35.4,20.4,27.1,-1.81,28.8,38.7
3400,02/20/2022,25.7,24.9,44.4,43.1,15.2,21.7,1.72,28.7,41.6
3600,02/20/2022,24,16.5,17.7,29.6,17.3,14.7,3.88,26.4,34.5
4400,02/20/2022,29.8,9.77,6.4,16.2,11.3,12.4,42.3,23.3,35
900,02/21/2022,32.5,39.2,23.1,39.1,31.5,34.7,-11.5,35.7,38.5
2500,02/21/2022,28.6,19,4.94,44.7,25.6,28.7,-6.35,34.4,44.4
3400,02/21/2022,27.5,22.6,42.8,41.5,14.5,30.9,8.84,27.9,40.3
3600,02/21/2022,27.5,19.3,17.6,35.4,18.2,25,4.79,29,38.7
4400,02/21/2022,38.6,4.13,5.9,38.7,10.9,86.4,63.4,40.6,79.9
900,02/22/2022,22.3,29.5,13.6,32.2,18.7,7.33,-12.3,27.1,33.5
2500,02/22/2022,23.9,14,-5.47,34.7,17.9,40.9,-0.0429,27.7,39.1
3400,02/22/2022,25.4,29.7,39.5,44,14.1,18.2,2.37,29.3,43.8
3600,02/22/2022,21.5,13.7,10.6,26.6,16.2,16.6,1.73,24.1,31.2
4400,02/22/2022,22.1,8.49,3.53,16.3,9.01,12,8.11,23,36.5
900,02/23/2022,22.1,29.5,15.1,32.2,14.8,4.26,-12.4,25.9,34.6
2500,02/23/2022,24.8,17.6,-1.25,36.7,16.1,37,-0.665,26.7,39.2
3400,02/23/2022,24.2,28.4,33.7,42.5,11.3,19.2,2.45,27.6,43.5
3600,02/23/2022,20.6,15.1,3.88,26.5,13.3,15,1.58,23,31.9
4400,02/23/2022,24.5,3.25,1.85,18.1,3.25,-3.77,83.5,23,42.8
900,02/24/2022,23.2,29.2,12.5,32.6,17.9,7.74,-7.69,27.8,35.5
2500,02/24/2022,28.7,22.6,2.47,41.7,20.2,41,2.19,31.1,44.3
3400,02/24/2022,24.9,29.8,30.9,42.1,10.5,19.1,3.03,27.8,44.8
3600,02/24/2022,21.8,16.7,4.7,29.8,13.2,16,1.05,24.6,35.3
4400,02/24/2022,26.4,1.23,-12.5,19.7,9.84,6.11,103,31.6,53.4
900,02/25/2022,20.3,24.9,6.05,28.3,14.3,9.91,-5.4,22.6,29
2500,02/25/2022,23.5,16.2,3,37.7,12.4,34.2,2.97,22.9,35.3
3400,02/25/2022,25.2,27.5,28.9,40.1,10.9,20.2,4.53,27.5,43.7
3600,02/25/2022,21.1,16.1,7.21,30.6,12.7,16.9,-0.067,23.8,34.1
4400,02/25/2022,24.8,-11.2,-13.8,24.3,8.04,-8.58,107,35.7,64.1
900,02/26/2022,23.3,32.3,3.55,31.8,15.1,16.9,-2.36,24.2,31.2
2500,02/26/2022,23.4,15.6,1.95,36.8,14.1,35.1,0.0947,23,33.4
3400,02/26/2022,26.9,27.6,26.9,42,12.7,21.8,8.65,28.7,44.2
3600,02/26/2022,21.1,18.4,7.28,33.3,11.4,17.9,0.76,24.5,36.9
4400,02/26/2022,18.4,-14.6,-3.89,31.2,3.16,-3.25,86.8,32.1,61.7
900,02/27/2022,22.8,29.3,-2.3,30.2,14,20.7,-3.02,23.5,30.9
2500,02/27/2022,23.7,15.3,1.25,37.4,14,37.4,-0.346,22.6,32.6
3400,02/27/2022,26.1,22.7,22.1,39.5,11.9,19.2,12,26.5,40.6
3600,02/27/2022,21,17.3,4.82,33,11,16.6,3.76,23.1,34.6
4400,02/27/2022,13.7,-22.2,-8.41,31.9,3.29,11.3,75.3,22.1,42
900,02/28/2022,22.5,26.4,1.77,28.5,13,20.9,-4.23,21.8,28.5
2500,02/28/2022,26,15,12.3,39.8,17,37.5,3.32,24.8,33.9
3400,02/28/2022,26.9,18.9,25.4,39.5,12.1,21.2,13.1,26.8,40.9
3600,02/28/2022,22.2,17.8,10,34.6,10.4,20.6,2.76,23,35.1
4400,02/28/2022,18.6,-15.7,-13.6,29.1,-0.455,6.71,91.3,21.3,43.7
900,03-01-2022,21.5,25,-0.356,25.7,10.1,21.8,-3.42,19.1,26
2500,03-01-2022,23.1,14.7,12.7,34.9,11.1,30.5,2.82,18.3,26.8
3400,03-01-2022,27.5,17.8,19.6,40.1,14.6,22.7,14.3,27.8,40.4
3600,03-01-2022,22.7,19.3,6.24,35.2,11.9,17.7,3.02,24.4,36.4
4400,03-01-2022,20,-9.84,-19.4,26.5,0.219,26.6,123,19.9,39.8
900,03-02-2022,23,24.9,2.56,28,14.9,22.5,-2.35,22.8,28.9
2500,03-02-2022,24.1,13.1,14.2,35.5,13.6,29,6.54,20.4,28.4
3400,03-02-2022,29.8,19.9,28.5,40,15.9,23,12.2,29.2,41.9
3600,03-02-2022,23.6,18.3,12.8,34.3,12.8,18.9,1.22,24.2,35.1
4400,03-02-2022,17.4,-4.31,-22.9,29.5,5.62,28.2,18,25,44.4
900,03-03-2022,20.4,26.4,5.45,24,4.86,18,-4.28,16.6,25.6
2500,03-03-2022,20.6,9.65,13.8,27,5.62,28.7,4.32,13,21.5
3400,03-03-2022,29,21.5,34.9,39.1,12.7,23.3,13.3,26.7,40.2
3600,03-03-2022,22.4,16.4,14.7,28.6,8.29,20.1,4.67,19.7,30.5
4400,03-03-2022,9.62,-27.9,-16,25.9,-1.09,21.1,20.1,13.8,28.3
900,03-04-2022,23.8,26.5,10.9,26.8,12.4,25.9,-9.98,22.6,30.6
2500,03-04-2022,27.5,11.1,14.6,34.2,17.8,35.6,2.3,24,31.1
3400,03-04-2022,28,19.5,39.7,38.3,13.9,21.6,11.7,27.1,39.7
3600,03-04-2022,22.9,14,16.3,27.1,11.8,18.6,3.61,21.4,30.4
4400,03-04-2022,17.2,-16.4,-13.4,21.8,6.56,47.9,13.3,20.3,33.7
900,03-05-2022,22.9,22.4,15.7,25.8,11.5,19.4,-10.3,22.1,30.3
2500,03-05-2022,26.5,10.9,21.5,31.9,17.7,33.5,1.69,23.7,30.5
3400,03-05-2022,26.5,17.3,44,35.9,13.1,20.6,7.39,26.1,38.4
3600,03-05-2022,23,12.4,21.4,24.6,13.1,17.6,2.64,20.9,28.1
4400,03-05-2022,23.1,-8.03,-12.8,13.5,10.9,55.7,46.1,24.1,36.3
900,03-06-2022,22.6,19.3,19.1,24,12.2,16.8,-11.9,22,29.7
2500,03-06-2022,25.4,7.97,23.2,29.6,19.6,23.5,-0.0863,23.5,27.7
3400,03-06-2022,25.7,14.9,51.3,32,12.7,20.2,6.06,24.5,35.5
3600,03-06-2022,23.1,11.2,25.9,21.1,13.6,16.5,2.59,19.9,25.4
4400,03-06-2022,24,-2.59,-19.3,16.1,11.4,44.6,79.6,21.9,31.7
900,03-07-2022,22.7,21.5,16.8,25.6,12.9,14.7,-11.7,23.1,31.3
2500,03-07-2022,24.2,9.99,19.1,28.6,18.1,20.2,-0.271,21.9,26
3400,03-07-2022,25.9,16.6,48.6,33.2,12.7,19.8,7.12,25.5,37.5
3600,03-07-2022,23.7,11.1,22.6,21.4,14.5,16,5.4,20.7,26
4400,03-07-2022,19.8,-5.42,-27.8,9.66,13.6,68.8,86.7,20.5,25.6
900,03-08-2022,22.7,21.5,16.9,26.7,16,16.7,-11.6,24.6,31.4
2500,03-08-2022,26.3,8.83,22.4,33.2,25.1,25.2,4.71,28.6,32.2
3400,03-08-2022,26.4,17.1,57.2,33.8,13,17.9,7.11,25.8,37.9
3600,03-08-2022,24.8,11.5,26.1,22.3,14.8,18,6.52,21.3,26.9
4400,03-08-2022,18.9,-7.22,-31,10.3,18,12.5,80.9,24.3,28.1
900,03-09-2022,20,21.3,14.9,21.8,10.7,16,-9.7,18.8,25.1
2500,03-09-2022,23.3,8.07,17.6,25.2,20.2,31.5,6.74,22.8,25.3
3400,03-09-2022,24,16.7,52.7,31.8,12,16.9,8.77,23.7,34.6
3600,03-09-2022,23.4,9.75,21.3,20.5,14.2,19.4,8.47,20.2,25.2
4400,03-09-2022,11.7,-9.9,-26.9,4.27,14,15.2,70,15.3,13.6
900,03-10-2022,23.8,21.6,18.4,27.4,19.8,20,-9.37,25.7,30.2
2500,03-10-2022,25.2,10.7,11.3,29.6,23.7,29.4,7.83,27.3,30.9
3400,03-10-2022,25.4,17.2,51.4,34.4,16.4,17,9.32,27.4,37.5
3600,03-10-2022,24.4,10.9,21.5,24.7,18.7,19,8.11,24.2,28.7
4400,03-10-2022,18.8,13.4,-41.9,14.5,20,33.8,71.8,24.1,25.4
900,03-11-2022,25.5,25.2,15.8,28.9,23.3,15.5,-0.637,27.9,31.5
2500,03-11-2022,23.6,13.4,6.31,26.4,21.6,28.4,11,25.3,29
3400,03-11-2022,26.6,20.1,47.5,36.5,19,17.5,10.8,28.6,37.5
3600,03-11-2022,25.8,12.4,17.3,28.4,21.3,20.6,10.3,27,31.8
4400,03-11-2022,16.2,12.2,-41.7,26.7,21.6,16.9,102,28.8,33.9
900,03-12-2022,25.5,25.9,15.2,25.6,24.2,20.3,-1.83,27,29.2
2500,03-12-2022,24,13.1,-1.39,26.1,21,31.8,10.9,24.6,28.3
3400,03-12-2022,25.2,19.2,43.8,32.3,17.3,18.7,15.4,24.9,31.8
3600,03-12-2022,24.5,11.2,12.6,27.3,19.3,22.5,11.1,25.1,30.1
4400,03-12-2022,13.3,8.4,-36.5,37.6,20.8,16.2,130,33.2,45.5
900,03/13/2022,27.4,28.3,17.5,28.6,28.2,24.5,1.26,29.4,30.3
2500,03/13/2022,25.4,14.3,-1.19,26.5,20.5,39.4,12.7,25.9,31.6
3400,03/13/2022,25.7,20.7,38.9,34.5,18.4,18,16.6,26,33.1
3600,03/13/2022,24.3,11.7,9.73,29.4,19.5,20.1,9.1,25.8,31.3
4400,03/13/2022,12.5,11.2,-45.7,45.7,21,20.9,107,37.5,54.8
900,03/14/2022,28.1,27.8,24.3,27.6,28.5,28.3,3.22,29.5,30.3
2500,03/14/2022,25.8,13.5,4.45,27.2,20.5,41,12.6,26.4,32.7
3400,03/14/2022,25.8,20.5,42.3,35.7,18.7,19.6,15.6,26.4,33.5
3600,03/14/2022,24.1,12,11.5,29.8,19.8,21.1,6.41,26.5,32.3
4400,03/14/2022,13.1,12.4,-53.3,50.8,20.6,17,103,38.7,57.6
900,03/15/2022,30.6,30,29.9,29.5,30.9,33.1,1.24,31.9,32.6
2500,03/15/2022,25.3,13.9,4.3,26.2,19.7,39.3,6.67,26.2,33.2
3400,03/15/2022,25.2,21,38.3,35.2,18.4,17.4,15,26.1,33
3600,03/15/2022,23.7,11.3,12.9,30.3,19.8,20.2,4.83,26.9,33
4400,03/15/2022,15.1,11.4,-50.9,57.1,20.6,42.7,111,39.7,59.3
900,03/16/2022,31.8,31.6,31.4,34,34.4,34.6,-1.38,35.6,36.5
2500,03/16/2022,26.6,14.6,10.5,30.2,21.6,32.5,3.11,30,38.9
3400,03/16/2022,26.2,22.3,39.1,37.1,20.4,16.8,13.6,28,34.9
3600,03/16/2022,24.9,13.1,19,33.3,21.3,20,5.43,28.8,35.3
4400,03/16/2022,19.4,9.78,-47.9,66.8,21.7,25.8,147,47.4,75.7
900,03/17/2022,29.7,31.8,30.2,31.2,32.6,32.5,-3.3,32.8,32.9
2500,03/17/2022,25.5,13.6,14.5,28.9,19.8,33.7,5.23,28,36.7
3400,03/17/2022,24.6,21.5,39.9,34.4,18.2,16.2,9.78,26.2,33.4
3600,03/17/2022,23.3,12.7,18.1,29.2,19.3,18,3.9,26.3,32.2
4400,03/17/2022,15.7,6.21,-45,67.3,19.7,0.341,118,48.2,79.8
900,03/18/2022,28,30.8,36.9,29.7,28.2,35.6,-5.48,30.5,32.1
2500,03/18/2022,25.6,14.3,19.1,29.3,17.6,34.6,1.64,27,37.1
3400,03/18/2022,23.9,22.3,43.2,33.4,14.9,15.8,10.1,24.8,33.6
3600,03/18/2022,22.6,13.4,19.5,26.9,15.5,18.2,1.76,23.9,31.1
4400,03/18/2022,15.7,5.66,-47.3,57,13.3,4.53,100,37.8,63.7
900,03/19/2022,29.4,32.2,33.5,33.8,30.6,31.9,-2.42,33.1,34.8
2500,03/19/2022,28.2,15.9,26.9,33.8,19.6,40,2.74,33.7,48.5
3400,03/19/2022,25.8,24.9,47.5,38.4,17.4,14.3,9.01,29.7,40.7
3600,03/19/2022,24.3,14.6,20.2,29.8,17.7,20.3,2.81,27.3,35.6
4400,03/19/2022,14.7,4.34,-53.3,51.2,12.6,-17.7,14.1,37.4,63.1
900,03/20/2022,27.5,31.2,29.7,31.7,29.5,28.3,-1.49,31.6,33.1
2500,03/20/2022,27.3,15.7,23,34.2,18.8,41.1,3.71,33.7,49.4
3400,03/20/2022,25.1,24.9,45.9,36.8,16.8,15.9,7.9,29.6,40.9
3600,03/20/2022,24.5,15.5,19.5,29.6,17.4,25.3,3.82,27.8,36.7
4400,03/20/2022,12.4,0.513,-48.4,45.7,13,-14.6,46.4,32.8,51.9
900,03/21/2022,27.8,30.6,22.9,34.7,29.6,30.3,-3.77,32.9,35.2
2500,03/21/2022,26.7,16.2,20.3,33,18.8,38.5,3.99,34.3,50.6
3400,03/21/2022,25.2,24.4,41,37.2,17.3,17.3,7.3,30.3,41.8
3600,03/21/2022,24.3,15.8,22.3,32.4,17.5,25.4,1.23,28.4,37.9
4400,03/21/2022,15.3,-2.47,-22.5,52.1,14.2,-32.7,-1.7,36.3,57.5
900,03/22/2022,26.7,29.3,22.2,34.9,30.2,24.8,-4.01,32.7,34.3
2500,03/22/2022,28.1,17.5,21,36.8,19.8,45.5,2.61,35.4,51.8
3400,03/22/2022,24.9,23.2,44.3,37.9,16.9,18.8,5.36,30.6,42.7
3600,03/22/2022,25,16.7,20.9,33.9,17.7,27.6,2.28,29.1,38.9
4400,03/22/2022,12.6,-4.29,-35,56.3,10.4,-40.7,-18.5,36.6,64
900,03/23/2022,26.4,27.4,22.4,32.1,30.2,26.1,-3.5,32.3,33.7
2500,03/23/2022,27.3,15.5,18.4,37.4,19.2,48.7,0.242,34.9,51.5
3400,03/23/2022,24.6,22.6,45.3,37.8,16.3,22.4,5.71,30.5,43
3600,03/23/2022,24.2,17,18.3,31.2,17.3,26.1,1.96,28.1,37.3
4400,03/23/2022,11.7,-4.7,-32.6,47.5,10.2,-40.1,47.1,30.1,50.2
900,03/24/2022,24.8,26.7,21.5,31.3,26.9,24.3,-2.7,31.3,34.2
2500,03/24/2022,25,12.6,17.3,36,17.3,49.3,-1.09,32,47.6
3400,03/24/2022,24,21.4,43.4,38.6,15.7,21.3,7.23,30.1,42.7
3600,03/24/2022,23.9,15.4,18.7,32.6,16.8,28.4,3.04,28.4,38.2
4400,03/24/2022,10.9,-3.53,-21.7,39.1,9.24,-41.5,42.8,23.5,37.4
900,03/25/2022,25.9,26.7,13.9,33.1,27.5,27.3,-3.22,31.6,34.4
2500,03/25/2022,23.1,11.8,8.5,36.6,18.3,42,-2.35,30.7,43.5
3400,03/25/2022,24.4,20.3,40,39.3,16.3,21,6.44,30.7,43.2
3600,03/25/2022,23.5,15.1,17.5,34.1,17.1,30.4,2.82,28.1,37.4
4400,03/25/2022,10.5,-1.66,-10.5,31.9,8.53,-39.2,20,22,35
900,03/26/2022,25.4,27.2,17.4,34.3,28.3,26.9,-8.23,31.5,33.7
2500,03/26/2022,20.9,12.3,3.5,36.1,17.5,37.5,-1.77,25.6,33.9
3400,03/26/2022,24.3,19.9,36.6,39.8,16.8,18.9,4.76,30.8,42.9
3600,03/26/2022,23.7,16.4,19.7,34.5,17.7,28.3,1.96,27.8,36.3
4400,03/26/2022,11.9,1.9,10.1,23,7.7,-40,57.5,15,21.1
900,03/27/2022,25.3,29,19.3,35.5,28.8,28.8,-12.3,31.5,33.3
2500,03/27/2022,19.2,12.7,7.25,37,18,35.5,-5.14,23.8,29.2
3400,03/27/2022,24.2,19.3,38,41.2,17.6,18.3,4.21,30.9,42.6
3600,03/27/2022,23,16.2,22.5,33.6,17.4,24.5,1.18,27.1,35.2
4400,03/27/2022,11.3,2.35,39.3,21.1,7.48,-48.5,60.1,16.8,25.2
900,03/28/2022,23.9,29.6,17.2,31.4,29,26.4,-11.9,30,30.6
2500,03/28/2022,18.5,12.8,4.96,37.1,18,38.6,-7.37,22.6,26.7
3400,03/28/2022,22.9,19.7,35.7,40.4,17.6,17,3.23,30,40.7
3600,03/28/2022,21.8,15.8,17.2,31.5,17.3,24.3,1.41,26.5,34.2
4400,03/28/2022,7.57,4.22,21.4,11.7,7.93,-38.4,47.6,10.4,11
900,03/29/2022,21.2,28.7,13.3,29.7,26.9,23.3,-13.2,27.5,28.1
2500,03/29/2022,17.4,12.1,-1.7,36.1,17.3,32.7,-4.41,22.6,27.6
3400,03/29/2022,22,20.2,29.6,40,18,15.6,3.14,29.5,39.5
3600,03/29/2022,20,16,15.6,29.5,17.7,20.6,-1.34,25.3,31.5
4400,03/29/2022,8.94,6.65,42.7,11,12.9,-25.9,66.1,10.5,6.51
900,03/30/2022,21.4,31.4,11.3,31.2,29.9,21.1,-12.2,28.5,27.6
2500,03/30/2022,16.8,13.1,-6.92,35.7,18.4,31.7,-5.14,22.3,25.8
3400,03/30/2022,22,20.4,27.7,40.9,19.9,13.4,3.91,30.7,40.2
3600,03/30/2022,19.8,15.9,14,31.5,18.4,20.6,-1.89,26.2,32.6
4400,03/30/2022,10.9,9.31,48,13.5,14.3,-22.6,12.8,15.3,15
900,03/31/2022,22.5,30.3,11.4,31.8,31.2,23,-12.4,28.9,27.4
2500,03/31/2022,17.9,14.5,-5.83,35.2,18.9,29.8,-6.94,22.8,26.3
3400,03/31/2022,22.5,21.6,29.6,41,19.8,13.5,2.92,30.9,40.6
3600,03/31/2022,19.9,17.6,10.5,32,18.4,18.8,-4.32,26.3,32.8
4400,03/31/2022,13.9,8.67,18.6,17.6,10.6,-13.5,39,13.7,15.6
900,04-01-2022,21.9,30.1,12.1,31.4,31.5,20.5,-13.8,28.6,26.8
2500,04-01-2022,19.4,15.1,-7.7,35.9,19.6,36,-5.06,25.6,31.3
3400,04-01-2022,21.6,22.1,18.3,41.2,20.2,11.6,1.8,30.8,40
3600,04-01-2022,20.9,18.9,4.13,32.3,19.4,18.6,-0.971,27.7,34.6
4400,04-01-2022,13.2,8.89,14.5,22.5,14.5,-19.7,48.3,16.6,17.8
900,04-02-2022,22.3,31.5,14.2,31.8,32,27.1,-12.5,29.3,27.6
2500,04-02-2022,20.2,15.4,-5.74,36.2,21.5,37.1,-6.4,27.3,32.7
3400,04-02-2022,22.8,22.9,18.6,41.7,21.2,15.8,2.12,32,41.5
3600,04-02-2022,21.6,20.1,4.5,33.8,20.5,20.2,-2.56,29.3,36.6
4400,04-02-2022,14,8.22,12,26.7,18.5,-7.7,45.6,25.7,32
900,04-03-2022,23.3,31.5,14.3,31.7,31.7,27.3,-10.5,29.1,27.6
2500,04-03-2022,22.5,16.1,-6.09,36.7,23.4,39.2,-7.05,31.1,38.5
3400,04-03-2022,24,24.6,19.5,43,22,16.6,5.91,32.8,42.3
3600,04-03-2022,22.9,22.3,3.5,35.6,21.7,21.3,-2.59,30.7,38.2
4400,04-03-2022,17.8,8.77,7.37,21,19.4,8.12,62.8,24.4,28.8
900,04-04-2022,24.5,30.7,22.1,32.6,31.2,29.8,-10.7,29.6,28.6
2500,04-04-2022,24.4,15.9,-3,37.5,24.5,38.7,-2.05,32.9,41.1
3400,04-04-2022,25.5,25.3,22.2,41.9,21.6,19.3,9.53,32.7,42.5
3600,04-04-2022,24.2,22.4,6.71,35.5,21.6,20.2,1.57,30.5,37.9
4400,04-04-2022,21.6,8.83,12.2,24.6,20.7,19.4,69.9,29.8,38.8
900,04-05-2022,27.1,31.6,23.3,34.6,33.5,35.5,-8.38,31.7,30.6
2500,04-05-2022,25.7,15.2,0.422,35.7,26.2,46.9,-2.31,32.7,39
3400,04-05-2022,26.7,26.1,25.9,42.6,22,21.8,11.3,33.3,43.3
3600,04-05-2022,26.1,23.4,8.03,37.5,22.2,25.3,4.37,31.6,39.3
4400,04-05-2022,22.6,6.57,17.8,25.7,18,14.7,65.2,29.4,40.8
900,04-06-2022,25.9,29.1,25.8,30.7,31.4,34.6,-9.06,28.6,26.8
2500,04-06-2022,26.9,16.3,3.17,36.2,27.1,46.3,0.0165,33.8,40.2
3400,04-06-2022,27,25.6,29.7,41.2,21.1,22.1,13.6,31.9,41.3
3600,04-06-2022,26.6,22.8,9.82,36.4,21.9,27,6.03,30.9,38.3
4400,04-06-2022,20.3,2.18,30.1,29.1,16.3,10.9,58,27.4,37.9
900,04-07-2022,25.4,27.2,24.4,29.4,32.5,33.5,-8.74,28.4,26
2500,04-07-2022,27.7,15.6,1.91,37.9,27.1,51,0.944,35.4,43.3
3400,04-07-2022,26.4,24.3,26.9,40.3,20.8,22.3,15.8,30.2,38.6
3600,04-07-2022,26.5,21.2,11.8,35.4,21.8,28,7.99,30.6,37.7
4400,04-07-2022,19.5,2.78,49.1,22.7,18.7,30.6,44.4,28.1,36.6
900,04-08-2022,25,27.6,27.1,27.4,31.5,37.1,-5.58,28.2,26.2
2500,04-08-2022,28.2,15.1,10.5,37.6,25,52.6,4.7,33.8,42.4
3400,04-08-2022,26.7,23.2,41.6,39.2,20,23.7,17.9,29.9,38.6
3600,04-08-2022,25.7,19,20,33.6,20.3,27.5,7.06,28.4,35
4400,04-08-2022,14.1,-0.613,49.2,22.9,18,53.7,52.9,10.3,5.35
900,04-09-2022,24.7,25.5,21,25.9,30.9,37.6,-2.13,27.4,25.3
2500,04-09-2022,27.2,13.3,5.25,36.7,23.7,49.5,2.75,33.7,43.5
3400,04-09-2022,25.6,22.8,43.8,38.2,18.2,21.9,20.6,28.1,36.9
3600,04-09-2022,25.2,18.5,19.6,31.8,19.2,25.4,9.08,27.3,34
4400,04-09-2022,15.4,-0.273,54.5,24.5,10.8,27.3,42.5,4.25,0.131
900,04-10-2022,23.6,24.6,22,26,31.1,38,-1.96,27.7,25.6
2500,04-10-2022,26.3,13.8,5.92,33,22.9,49.8,3.08,30.9,38.7
3400,04-10-2022,24.1,22.5,41.7,35.5,16.7,21.4,17.2,26.3,34.8
3600,04-10-2022,24,16.8,19.8,30,18.2,22.3,10.2,25.7,31.8
4400,04-10-2022,13.5,-1.51,59.2,21.7,13.2,-3.95,30.8,3.42,-2.27
900,04-11-2022,23.9,26.5,16.3,27.9,31.8,36.9,-3.81,29,27.2
2500,04-11-2022,26.1,13.7,1.78,32.9,21.1,53.3,-1.11,30.7,40
3400,04-11-2022,23.9,22.5,39.9,37.9,16.3,21,15.8,26.5,35.7
3600,04-11-2022,24,18,17.7,30.3,17.8,20.6,9.63,26.1,33
4400,04-11-2022,13.1,-4.21,55.2,22.7,12.2,-24,68.4,3.71,-0.956
900,04-12-2022,23.9,28.2,19.2,27.3,31.3,34.7,-5.18,29.3,27.9
2500,04-12-2022,25.8,13.9,0.776,32.3,19.9,52,-0.801,29.7,39.3
3400,04-12-2022,24.4,22.7,39.2,38.8,16.3,22.7,16.6,26.7,36
3600,04-12-2022,23.6,17.6,20.9,30,17,15.7,10.1,25.9,33.3
4400,04-12-2022,13.4,-3.17,82.6,17.6,16.2,-26.1,39,5.23,-0.687
900,04/13/2022,26.2,30.6,21.2,31.3,33.2,35.4,-3.61,33.4,33.3
2500,04/13/2022,27.1,13.9,1.18,32,21.3,50.7,-1.27,31.3,41
3400,04/13/2022,24.9,24.3,34.3,39.9,16.6,22,15.8,28,38.2
3600,04/13/2022,24.1,19.6,19.5,31.6,17.7,15.6,10.1,26.7,34.4
4400,04/13/2022,15.5,0.207,58.5,14,16.9,-28.6,34,6.31,0.676
900,04/14/2022,28.5,33.9,25.4,34.7,36.3,34.9,-1.8,36.9,37
2500,04/14/2022,27.8,14.2,4.11,32.1,25.8,45.9,-3.39,33.5,40.8
3400,04/14/2022,26.9,27.2,36.7,41.3,19.4,21.4,15,31,41.5
3600,04/14/2022,26,21.9,20.4,32.8,20.2,15.2,10.7,28.8,36.1
